,contested,democrat_name,democrat_percent,democrat_votes,democrat_winner,district,other_candidates,republican_name,republican_percent,republican_votes,republican_winner,state_name
370,False,,,,False,19,"[{'name': 'T. Bonar', 'winner': False, 'votes': 17339, 'percent': 0.085}, {'name': 'M. Lawson', 'winner': False, 'votes': 9761, 'percent': 0.048}]",J. Arrington,0.867,175980.0,True,Texas
371,False,J. Castro (i),0.797,149522.0,True,20,"[{'name': 'J. Blunt', 'winner': False, 'votes': 29023, 'percent': 0.155}, {'name': 'P. Pipkin', 'winner': False, 'votes': 8969, 'percent': 0.048}]",,,,False,Texas
372,True,T. Wakely,0.364,129253.0,False,21,"[{'name': 'M. Loewe', 'winner': False, 'votes': 14698, 'percent': 0.041}, {'name': 'T. Diaz', 'winner': False, 'votes': 8520, 'percent': 0.024}]",L. Smith (i),0.5700000000000001,202523.0,True,Texas
373,True,M. Gibson,0.405,123462.0,False,22,[],P. Olson (i),0.595,181663.0,True,Texas
374,True,P. Gallego,0.468,106049.0,False,23,"[{'name': 'R. Corvalan', 'winner': False, 'votes': 10717, 'percent': 0.047}]",W. Hurd (i),0.485,109816.0,True,Texas
375,True,J. McDowell,0.393,107845.0,False,24,"[{'name': 'M. Kolls', 'winner': False, 'votes': 8574, 'percent': 0.031}, {'name': 'K. McCormick', 'winner': False, 'votes': 3742, 'percent': 0.014}]",K. Marchant (i),0.562,154364.0,True,Texas
376,True,K. Thomas,0.377,116552.0,False,25,"[{'name': 'L. Schneiderman', 'winner': False, 'votes': 12092, 'percent': 0.039}]",R. Williams (i),0.584,180579.0,True,Texas
377,True,E. Mauck,0.296,93954.0,False,26,"[{'name': 'M. Boler', 'winner': False, 'votes': 12734, 'percent': 0.04}]",M. Burgess (i),0.663,210313.0,True,Texas
378,True,R. Barrera,0.383,87931.0,False,27,[],B. Farenthold (i),0.617,141722.0,True,Texas
379,True,H. Cuellar (i),0.662,121980.0,True,28,"[{'name': 'M. Cary', 'winner': False, 'votes': 4607, 'percent': 0.025}]",Z. Hardin,0.313,57683.0,False,Texas
380,True,G. Green (i),0.725,95508.0,True,29,"[{'name': 'R. Perez', 'winner': False, 'votes': 3229, 'percent': 0.024}, {'name': 'J. Partsch-Galvan', 'winner': False, 'votes': 1453, 'percent': 0.011}]",J. Garza,0.24,31619.0,False,Texas
381,True,E. Johnson (i),0.779,169905.0,True,30,"[{'name': 'J. Woods', 'winner': False, 'votes': 4740, 'percent': 0.022}, {'name': 'T. Prentice', 'winner': False, 'votes': 2051, 'percent': 0.009000000000000001}]",C. Lingerfelt,0.19,41365.0,False,Texas
382,True,M. Clark,0.365,103543.0,False,31,"[{'name': 'S. Ballard', 'winner': False, 'votes': 14638, 'percent': 0.052000000000000005}]",J. Carter (i),0.584,165678.0,True,Texas
383,False,,,,False,32,"[{'name': 'E. Rankin', 'winner': False, 'votes': 43297, 'percent': 0.19}, {'name': 'G. Stuard', 'winner': False, 'votes': 22692, 'percent': 0.099}]",P. Sessions (i),0.711,162212.0,True,Texas
384,True,M. Veasey (i),0.737,92914.0,True,33,[],M. Mitchell,0.263,33156.0,False,Texas
385,True,F. Vela (i),0.627,104513.0,True,34,[],R. Gonzalez,0.373,62240.0,False,Texas
386,True,L. Doggett (i),0.631,124161.0,True,35,"[{'name': 'R. Smith', 'winner': False, 'votes': 6484, 'percent': 0.033}, {'name': 'S. Trimble', 'winner': False, 'votes': 4064, 'percent': 0.021}]",S. Narvaiz,0.316,62212.0,False,Texas
387,False,,,,False,36,"[{'name': 'H. Ridley', 'winner': False, 'votes': 25911, 'percent': 0.113}]",B. Babin (i),0.887,203779.0,True,Texas
388,True,P. Clemens,0.272,65403.0,False,1,"[{'name': 'C. Bowden', 'winner': False, 'votes': 13734, 'percent': 0.057}, {'name': 'C. Fairbanks', 'winner': False, 'votes': 4068, 'percent': 0.017}]",R. Bishop (i),0.654,157106.0,True,Utah
389,True,C. Albarran,0.341,83131.0,False,2,"[{'name': 'P. McCollaum', 'winner': False, 'votes': 10724, 'percent': 0.044}]",C. Stewart (i),0.615,149838.0,True,Utah
390,True,S. Tryon,0.267,68104.0,False,3,[],J. Chaffetz (i),0.733,186743.0,True,Utah
391,True,D. Owens,0.417,96284.0,False,4,"[{'name': 'C. Simonsen', 'winner': False, 'votes': 10959, 'percent': 0.048}]",M. Love (i),0.535,123459.0,True,Utah
392,False,P. Welch (i),0.9,263400.0,True,1,"[{'name': 'E. Clawson', 'winner': False, 'votes': 29326, 'percent': 0.1}]",,,,False,Vermont
393,True,M. Rowe,0.358,130320.0,False,1,"[{'name': 'G. Parker', 'winner': False, 'votes': 12150, 'percent': 0.033}]",R. Wittman (i),0.609,221826.0,True,Virginia
394,True,S. Brown,0.383,106979.0,False,2,[],S. Taylor,0.617,172586.0,True,Virginia
395,True,R. Scott (i),0.669,199748.0,True,3,[],M. Williams,0.331,99047.0,False,Virginia
396,True,D. McEachin,0.5730000000000001,191939.0,True,4,[],M. Wade,0.427,143261.0,False,Virginia
397,True,J. Dittmar,0.417,147656.0,False,5,[],T. Garrett,0.583,206577.0,True,Virginia
398,True,K. Degner,0.333,111699.0,False,6,[],R. Goodlatte (i),0.667,223915.0,True,Virginia
399,True,E. Bedell,0.421,158692.0,False,7,[],D. Brat (i),0.579,217968.0,True,Virginia
400,True,D. Beyer (i),0.686,245775.0,True,8,"[{'name': 'J. Gracia', 'winner': False, 'votes': 14617, 'percent': 0.041}]",C. Hernick,0.274,98123.0,False,Virginia
401,True,D. Kitts,0.28400000000000003,87822.0,False,9,"[{'name': 'J. Boyd', 'winner': False, 'votes': 9098, 'percent': 0.029}]",M. Griffith (i),0.687,212666.0,True,Virginia
402,True,L. Bennett,0.47100000000000003,181977.0,False,10,[],B. Comstock (i),0.529,204019.0,True,Virginia
403,False,G. Connolly (i),,,True,11,[],,,,False,Virginia
404,True,M. Manypenny,0.31,73025.0,False,1,[],D. McKinley (i),0.6900000000000001,162339.0,True,West Virginia
405,True,M. Hunt,0.418,100551.0,False,2,[],A. Mooney (i),0.582,140153.0,True,West Virginia
406,True,M. Detch,0.24,49309.0,False,3,"[{'name': 'Z. Lawhorn', 'winner': False, 'votes': 16777, 'percent': 0.082}]",E. Jenkins (i),0.679,139700.0,True,West Virginia
407,True,S. DelBene (i),0.555,179521.0,True,1,[],R. Sutherland,0.445,144212.0,False,Washington
408,True,R. Larsen (i),0.64,195661.0,True,2,[],M. Hennemann,0.36,109838.0,False,Washington
409,True,J. Moeller,0.386,115277.0,False,3,[],J. Herrera Beutler (i),0.614,183375.0,True,Washington
410,False,,,,False,4,[],C. Didier,0.426,90091.0,False,Washington
411,True,J. Pakootas,0.405,116110.0,False,5,[],C. McMorris Rodgers (i),0.595,170711.0,True,Washington
412,True,D. Kilmer (i),0.617,189168.0,True,6,[],T. Bloom,0.383,117388.0,False,Washington
413,False,B. Walkinshaw,0.439,150803.0,False,7,[],,,,False,Washington
414,True,T. Ventrella,0.4,116268.0,False,8,[],D. Reichert (i),0.6000000000000001,174729.0,True,Washington
415,True,A. Smith (i),0.73,186787.0,True,9,[],D. Basler,0.27,68998.0,False,Washington
416,True,D. Heck (i),0.587,159208.0,True,10,[],J. Postma,0.41300000000000003,112164.0,False,Washington
417,True,R. Solen,0.302,106857.0,False,1,"[{'name': 'S. Zimmerman', 'winner': False, 'votes': 9435, 'percent': 0.027}, {'name': 'J. Lebeck', 'winner': False, 'votes': 7493, 'percent': 0.021}]",P. Ryan (i),0.65,230063.0,True,Wisconsin
418,True,M. Pocan (i),0.687,275016.0,True,2,[],P. Theron,0.313,125033.0,False,Wisconsin
419,False,R. Kind (i),,,True,3,[],,,,False,Wisconsin
420,False,G. Moore (i),0.77,220389.0,True,4,"[{'name': 'R. Raymond', 'winner': False, 'votes': 33496, 'percent': 0.117}, {'name': 'A. Craig', 'winner': False, 'votes': 32184, 'percent': 0.113}]",,,,False,Wisconsin
421,True,K. Penebaker,0.293,114469.0,False,5,"[{'name': 'J. Arndt', 'winner': False, 'votes': 15324, 'percent': 0.039}]",J. Sensenbrenner (i),0.668,260703.0,True,Wisconsin
422,True,S. Lloyd,0.373,132908.0,False,6,"[{'name': 'J. Dahlke', 'winner': False, 'votes': 19690, 'percent': 0.055}]",G. Grothman (i),0.5720000000000001,203920.0,True,Wisconsin
423,True,M. Hoeft,0.382,137910.0,False,7,[],S. Duffy (i),0.618,222834.0,True,Wisconsin
424,True,T. Nelson,0.373,135648.0,False,8,[],M. Gallagher,0.627,227732.0,True,Wisconsin
425,True,R. Greene,0.301,75419.0,False,1,"[{'name': 'D. Cummings', 'winner': False, 'votes': 10381, 'percent': 0.041}, {'name': 'L. Struempf', 'winner': False, 'votes': 9028, 'percent': 0.036000000000000004}]",L. Cheney,0.622,156040.0,True,Wyoming
